ID,Brood Modification Strategy,Worker Modification Strategy,MarNrMatings,PopSize,Queen's initial energy,Queen's initial speed,Speed reduction factor,Energy reduction amount,Probability to mate drone threshold,Fitness values,Number of iterations,Duration,kCal,Carbohydrates,Proteins,Fats,VitA,VitB,VitC,VitD,Calcium,Iron,Sodium,Breakfast,Lunch,Dinner,Snack1,Snack2,Cost,Delivery time
20150609_112535,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9239481687545776,47,112,2244.6052,238.54991,149.87186,81.26484,1276.5872,2.308511,108.93349,5.10749,898.08057,16.18138,3517.6023,MenuId: 6 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: 3013 - Apricot Sour Cream Pie  Cost: 16.0 DeliveryTime(min): 56,MenuId: 26219 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3040 - Arkansas Brown Rice  Desert: 3041 - Arkansas Cheesecake  Cost: 23.0 DeliveryTime(min): 36,MenuId: 36178 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 1059 - Shrimp Casserole  Desert: 5013 - Ambrosia Sorbet  Cost: 13.0 DeliveryTime(min): 31,MenuId: 37379 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 60,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,76.0,41.0
20150609_112535,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9243760704994202,77,174,2485.25,275.8505,121.68712,100.609146,1105.3008,2.244641,107.06273,3.398678,452.5591,15.255747,3487.462,MenuId: 97 Starter: -no starter MainCourse: 5017 - An Irish Fry - Country Living  Desert: 1011 - Cinnamon roll  Cost: 10.0 DeliveryTime(min): 60,MenuId: 27818 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 5002 - A Cauldron of Beans  Desert: 5013 - Ambrosia Sorbet  Cost: 22.0 DeliveryTime(min): 49,MenuId: 36206 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3008 - Apricot Pork Medallions  Desert: 5011 - Amaretto Apples with Meringue  Cost: 18.0 DeliveryTime(min): 49,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,72.0,55.8
20150609_112536,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9260755181312561,74,163,2369.6763,250.26483,116.31729,101.4278,1114.1799,2.3011978,93.05502,2.6730945,485.42282,17.492723,2615.871,MenuId: 73 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: 1011 - Cinnamon roll  Cost: 13.0 DeliveryTime(min): 81,MenuId: 28176 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 1269 - Herbed Pork Cutlets with 1131 - Rice Pilaf Desert: 5011 - Amaretto Apples with Meringue  Cost: 15.0 DeliveryTime(min): 29,MenuId: 36729 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3085 - Arrabbiata-Style Spagheti  Desert: 5014 - Amish Sugar Cookies  Cost: 21.0 DeliveryTime(min): 34,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,71.0,53.0
20150609_112536,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9255081415176392,59,141,3215.1104,299.4105,208.42722,133.64539,1284.2914,2.7451212,111.355225,7.4836535,750.6012,39.097942,3194.7654,MenuId: 1 Starter: -no starter MainCourse: 1274 - Tuna Burger  Desert: 1011 - Cinnamon roll  Cost: 18.0 DeliveryTime(min): 45,MenuId: 30481 Starter: 3112 - Artichoke and Oyster Soup  MainCourse: 3074 - Aromatic and Crispy Duck  Desert: 3051 - Armenian In-Law Dessert  Cost: 14.0 DeliveryTime(min): 23,MenuId: 36742 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3087 - Arroz Amarillo Con Camarones  Desert: 1007 - Chocolate Fudge  Cost: 15.0 DeliveryTime(min): 28,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37379 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 60,69.0,51.0
20150609_122356,Simple Crossover,[Hill Climbing; Simulated Annealing; Simple tabu search],15,20,100,100,0.9,5.0,0.05,0.9216479659080505,47,1068,2616.245,297.5388,111.49912,115.15832,1245.3457,2.3430712,68.5191,3.379233,409.08603,13.603357,2409.1995,MenuId: 5 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: 1011 - Cinnamon roll  Cost: 27.0 DeliveryTime(min): 89,MenuId: 25955 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3028 - Argentine Corn Chicken  Desert: 3104 - Arroz Dulce  Cost: 12.0 DeliveryTime(min): 36,MenuId: 36467 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3056 - Armenian Rice  Desert: 5012 - Amazing Orange-Vanilla Cake Roll  Cost: 13.0 DeliveryTime(min): 24,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,74.0,54.0
20150609_122403,Simple Crossover,[Hill Climbing; Simulated Annealing; Simple tabu search],15,20,100,100,0.9,5.0,0.05,0.9198083877563477,23,455,2033.6787,242.7876,99.86733,78.79632,1132.9955,2.1829393,87.63362,1.4812951,480.3251,12.995195,3088.8574,MenuId: 6 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: 3013 - Apricot Sour Cream Pie  Cost: 16.0 DeliveryTime(min): 56,MenuId: 27908 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 5007 - Almost Pasta Primavera  Desert: 5013 - Ambrosia Sorbet  Cost: 17.0 DeliveryTime(min): 49,MenuId: 36479 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3057 - Armenian Rice Pilaf  Desert: 5014 - Amish Sugar Cookies  Cost: 10.0 DeliveryTime(min): 23,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,65.0,49.8
20150609_122404,Simple Crossover,[Hill Climbing; Simulated Annealing; Simple tabu search],15,20,100,100,0.9,5.0,0.05,0.9203486442565918,38,859,2624.518,266.9184,153.40282,111.372345,1264.8345,2.3775556,85.83422,6.80528,805.08746,17.245573,3348.6624,MenuId: 8 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: 3042 - Arkansas German Baked Pancake  Cost: 12.0 DeliveryTime(min): 71,MenuId: 27188 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3085 - Arrabbiata-Style Spagheti  Desert: 5013 - Ambrosia Sorbet  Cost: 25.0 DeliveryTime(min): 29,MenuId: 36171 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 1059 - Shrimp Casserole  Desert: 1000 - Lemon bars  Cost: 16.0 DeliveryTime(min): 31,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,75.0,50.4
20150609_122405,Simple Crossover,[Hill Climbing; Simulated Annealing; Simple tabu search],15,20,100,100,0.9,5.0,0.05,0.9208517074584961,27,406,2183.2935,225.62173,101.09507,99.65437,1004.4057,2.074973,70.21468,2.319047,351.33987,13.371748,3383.3218,MenuId: 6 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: 3013 - Apricot Sour Cream Pie  Cost: 16.0 DeliveryTime(min): 56,MenuId: 25994 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3031 - Ariel's Peppercorn Steak (Or Steak Au Poivre)  Desert: 3000 - Apricot Nectar Salad  Cost: 14.0 DeliveryTime(min): 28,MenuId: 36561 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3068 - Arni Lemonato  Desert: 1000 - Lemon bars  Cost: 13.0 DeliveryTime(min): 29,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,65.0,46.8
20150609_122406,Simple Crossover,[Hill Climbing; Simulated Annealing; Simple tabu search],15,20,100,100,0.9,5.0,0.05,0.9201453924179077,28,404,2224.2053,262.18893,101.13036,93.4773,1323.2515,2.187766,110.60485,2.4380178,573.2176,14.008194,2765.38,MenuId: 73 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: 1011 - Cinnamon roll  Cost: 21.0 DeliveryTime(min): 50,MenuId: 27831 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 5004 - A Mold of Roquefort  Desert: 3010 - Apricot Salad  Cost: 13.0 DeliveryTime(min): 72,MenuId: 36617 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3073 - Aromataic Cannellini Beans  Desert: 5012 - Amazing Orange-Vanilla Cake Roll  Cost: 11.0 DeliveryTime(min): 21,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,67.0,52.8
20150609_122407,Simple Crossover,[Hill Climbing; Simulated Annealing; Simple tabu search],15,20,100,100,0.9,5.0,0.05,0.9178212285041809,32,450,2447.0105,282.0598,102.51226,106.94804,1156.4457,2.1585672,88.08663,2.542368,409.97617,16.69626,2608.1235,MenuId: 21 Starter: -no starter MainCourse: 3049 - Armenian Sandwich  Desert: 1011 - Cinnamon roll  Cost: 19.0 DeliveryTime(min): 47,MenuId: 26707 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3068 - Arni Lemonato  Desert: 5012 - Amazing Orange-Vanilla Cake Roll  Cost: 16.0 DeliveryTime(min): 26,MenuId: 36392 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3040 - Arkansas Brown Rice  Desert: 1007 - Chocolate Fudge  Cost: 19.0 DeliveryTime(min): 27,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,76.0,44.2
20150609_122408,Simple Crossover,[Hill Climbing; Simulated Annealing; Simple tabu search],15,20,100,100,0.9,5.0,0.05,0.9222482442855835,37,439,2155.767,243.1318,95.37907,94.35128,1127.0231,1.9852362,95.35179,2.6229577,338.59827,11.438591,2334.0093,MenuId: 5 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: 1011 - Cinnamon roll  Cost: 29.0 DeliveryTime(min): 35,MenuId: 26707 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3068 - Arni Lemonato  Desert: 5012 - Amazing Orange-Vanilla Cake Roll  Cost: 12.0 DeliveryTime(min): 49,MenuId: 36398 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3040 - Arkansas Brown Rice  Desert: 5013 - Ambrosia Sorbet  Cost: 18.0 DeliveryTime(min): 24,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,81.0,45.8
20150609_122409,Simple Crossover,[Hill Climbing; Simulated Annealing; Simple tabu search],15,20,100,100,0.9,5.0,0.05,0.9278786778450012,50,683,2400.7515,198.47627,130.76952,126.46592,1344.655,2.0209236,68.62347,5.0132413,710.7476,13.3654,3060.5928,MenuId: 37 Starter: -no starter MainCourse: 3078 - Aromatic Green Casserole  Desert: 1011 - Cinnamon roll  Cost: 32.0 DeliveryTime(min): 35,MenuId: 26694 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3068 - Arni Lemonato  Desert: 3016 - Apricot Torte  Cost: 10.0 DeliveryTime(min): 46,MenuId: 36171 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 1059 - Shrimp Casserole  Desert: 1000 - Lemon bars  Cost: 11.0 DeliveryTime(min): 65,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,75.0,53.4
20150609_122410,Simple Crossover,[Hill Climbing; Simulated Annealing; Simple tabu search],15,20,100,100,0.9,5.0,0.05,0.9208957552909851,51,742,1951.0964,211.67862,92.44515,88.975784,1132.5146,2.090132,130.5204,1.9395281,427.12286,12.652788,2307.6553,MenuId: 73 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: 1011 - Cinnamon roll  Cost: 16.0 DeliveryTime(min): 35,MenuId: 26901 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3075 - Aromatic Cabbage  Desert: 3010 - Apricot Salad  Cost: 18.0 DeliveryTime(min): 38,MenuId: 36561 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3068 - Arni Lemonato  Desert: 1000 - Lemon bars  Cost: 13.0 DeliveryTime(min): 29,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,69.0,44.6
20150609_123831,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9226606488227844,32,61623,2423.306,253.53534,96.65508,120.66784,1325.2556,2.0758884,54.929966,3.3315299,409.9268,13.765757,3028.4722,MenuId: 6 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: 3013 - Apricot Sour Cream Pie  Cost: 18.0 DeliveryTime(min): 42,MenuId: 26853 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3073 - Aromataic Cannellini Beans  Desert: 3063 - Arnaud's Creme Brulee  Cost: 14.0 DeliveryTime(min): 22,MenuId: 36801 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3094 - Arroz Con Leche De Coco  Desert: 1000 - Lemon bars  Cost: 10.0 DeliveryTime(min): 53,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,64.0,47.6
20150609_123834,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9176502823829651,43,172,2959.1416,314.44193,139.0414,131.26175,1214.6615,2.6505451,80.60203,6.3948245,590.94305,19.44602,3130.9392,MenuId: 1 Starter: -no starter MainCourse: 1274 - Tuna Burger  Desert: 1011 - Cinnamon roll  Cost: 14.0 DeliveryTime(min): 45,MenuId: 23105 Starter: 3064 - Arnaud's Sweet Potato and Andouille Soup  MainCourse: 3068 - Arni Lemonato  Desert: 3104 - Arroz Dulce  Cost: 19.0 DeliveryTime(min): 27,MenuId: 36727 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3085 - Arrabbiata-Style Spagheti  Desert: 5012 - Amazing Orange-Vanilla Cake Roll  Cost: 16.0 DeliveryTime(min): 64,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,71.0,51.4
20150609_123835,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9152315855026245,58,206,2307.2915,224.57657,121.8368,106.91609,1177.1709,2.153945,80.50479,1.666128,511.58203,18.216747,2886.0752,MenuId: 73 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: 1011 - Cinnamon roll  Cost: 16.0 DeliveryTime(min): 35,MenuId: 28337 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 1270 - Lamb Grill with 1132 - Rice Pilaf with Mushrooms Desert: 3005 - Apricot Pear Tart  Cost: 19.0 DeliveryTime(min): 34,MenuId: 36992 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 5004 - A Mold of Roquefort  Desert: 1007 - Chocolate Fudge  Cost: 13.0 DeliveryTime(min): 60,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,70.0,50.0
20150609_123836,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9068537354469299,31,117,3069.85,300.1761,191.75418,124.79726,1020.19666,2.9626944,99.05687,3.1752899,768.64856,30.681177,3636.5603,MenuId: 54 Starter: -no starter MainCourse: 3090 - Arroz Caliente  Desert: 3013 - Apricot Sour Cream Pie  Cost: 18.0 DeliveryTime(min): 41,MenuId: 27380 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3092 - Arroz Con Garbanzos  Desert: 3009 - Apricot Rice Pudding  Cost: 22.0 DeliveryTime(min): 23,MenuId: 36652 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3077 - Aromatic Duck  Desert: 1007 - Chocolate Fudge  Cost: 11.0 DeliveryTime(min): 20,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37379 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 60,73.0,48.6
20150609_123839,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.920685887336731,50,204,2608.712,200.07622,135.69995,139.8143,1170.955,2.3681524,88.869606,7.6222878,702.673,20.567932,3260.6882,MenuId: 77 Starter: -no starter MainCourse: 3106 - Artichoke and Cheese Squares  Desert: 1011 - Cinnamon roll  Cost: 10.0 DeliveryTime(min): 36,MenuId: 13217 Starter: 3045 - Arkayagan Abour (Meatball Soup)  MainCourse: 3101 - Arroz De Huaca  Desert: 3005 - Apricot Pear Tart  Cost: 18.0 DeliveryTime(min): 29,MenuId: 36666 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3078 - Aromatic Green Casserole  Desert: 5011 - Amaretto Apples with Meringue  Cost: 18.0 DeliveryTime(min): 33,MenuId: 37379 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 60,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,68.0,51.4
20150609_123839,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9212654232978821,40,179,2361.768,229.1525,115.81014,114.57081,1184.0446,2.3922453,76.20601,5.6319904,425.6863,14.778151,2876.3718,MenuId: 39 Starter: -no starter MainCourse: 3078 - Aromatic Green Casserole  Desert: 3019 - Apricot Whole Wheat Crepes  Cost: 17.0 DeliveryTime(min): 66,MenuId: 26221 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3040 - Arkansas Brown Rice  Desert: 3051 - Armenian In-Law Dessert  Cost: 14.0 DeliveryTime(min): 52,MenuId: 36801 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3094 - Arroz Con Leche De Coco  Desert: 1000 - Lemon bars  Cost: 11.0 DeliveryTime(min): 28,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,64.0,53.4
20150609_123840,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9132750034332275,38,143,2918.4802,282.8523,158.0543,131.90886,1282.2623,2.6646068,91.44656,7.401148,746.1331,26.215258,3618.4148,MenuId: 1 Starter: -no starter MainCourse: 1274 - Tuna Burger  Desert: 1011 - Cinnamon roll  Cost: 11.0 DeliveryTime(min): 84,MenuId: 13761 Starter: 3045 - Arkayagan Abour (Meatball Soup)  MainCourse: 1269 - Herbed Pork Cutlets with 1131 - Rice Pilaf Desert: 3010 - Apricot Salad  Cost: 14.0 DeliveryTime(min): 33,MenuId: 36722 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3085 - Arrabbiata-Style Spagheti  Desert: 1007 - Chocolate Fudge  Cost: 13.0 DeliveryTime(min): 33,MenuId: 37379 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 60,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,62.0,46.4
20150609_123841,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9185139536857605,34,146,2400.76,220.47726,144.47289,110.496056,1378.5278,2.2202075,73.4414,4.959991,791.54706,15.130142,3727.69,MenuId: 21 Starter: -no starter MainCourse: 3049 - Armenian Sandwich  Desert: 1011 - Cinnamon roll  Cost: 19.0 DeliveryTime(min): 47,MenuId: 25434 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 1041 - Lasagna  Desert: 3016 - Apricot Torte  Cost: 10.0 DeliveryTime(min): 22,MenuId: 36171 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 1059 - Shrimp Casserole  Desert: 1000 - Lemon bars  Cost: 11.0 DeliveryTime(min): 65,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,62.0,51.0
20150609_123842,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9125620722770691,40,442,2799.103,270.9483,141.48195,129.05583,1204.8273,2.8715782,111.66011,6.3606253,720.19946,23.052782,3191.7603,MenuId: 77 Starter: -no starter MainCourse: 3106 - Artichoke and Cheese Squares  Desert: 1011 - Cinnamon roll  Cost: 11.0 DeliveryTime(min): 34,MenuId: 22877 Starter: 3064 - Arnaud's Sweet Potato and Andouille Soup  MainCourse: 3059 - Armenian Style Zucchini  Desert: 3005 - Apricot Pear Tart  Cost: 20.0 DeliveryTime(min): 55,MenuId: 36742 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3087 - Arroz Amarillo Con Camarones  Desert: 1007 - Chocolate Fudge  Cost: 10.0 DeliveryTime(min): 37,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,63.0,49.4
20150609_123846,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9239608645439148,60,205,2687.7703,280.98114,110.0953,129.65044,1020.92126,2.2493563,77.229294,3.780509,343.0707,13.692017,3637.3455,MenuId: 97 Starter: -no starter MainCourse: 5017 - An Irish Fry - Country Living  Desert: 1011 - Cinnamon roll  Cost: 10.0 DeliveryTime(min): 60,MenuId: 22037 Starter: 3064 - Arnaud's Sweet Potato and Andouille Soup  MainCourse: 3008 - Apricot Pork Medallions  Desert: 3005 - Apricot Pear Tart  Cost: 27.0 DeliveryTime(min): 29,MenuId: 36801 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3094 - Arroz Con Leche De Coco  Desert: 1000 - Lemon bars  Cost: 11.0 DeliveryTime(min): 28,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,70.0,47.6
20150609_123847,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9228018522262573,43,152,2223.159,253.56287,107.65005,88.00249,993.958,2.2210054,81.97002,2.91658,442.7728,14.229883,2644.1157,MenuId: 6 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: 3013 - Apricot Sour Cream Pie  Cost: 16.0 DeliveryTime(min): 56,MenuId: 26395 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3056 - Armenian Rice  Desert: 3019 - Apricot Whole Wheat Crepes  Cost: 13.0 DeliveryTime(min): 20,MenuId: 36666 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3078 - Aromatic Green Casserole  Desert: 5011 - Amaretto Apples with Meringue  Cost: 18.0 DeliveryTime(min): 33,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,69.0,46.0
