ID,Brood Modification Strategy,Worker Modification Strategy,MarNrMatings,PopSize,Queen's initial energy,Queen's initial speed,Speed reduction factor,Energy reduction amount,Probability to mate drone threshold,Fitness values,Number of iterations,Duration,kCal,Carbohydrates,Proteins,Fats,VitA,VitB,VitC,VitD,Calcium,Iron,Sodium,Breakfast,Lunch,Dinner,Snack1,Snack2,Cost,Delivery time
20150609_105844,Path Relinking,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.8480101823806763,20,48,3187.1611,363.5777,143.81009,135.47424,1420.9033,3.201769,146.85706,6.7185807,628.0456,21.522118,3797.4194,MenuId: 75 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: 3019 - Apricot Whole Wheat Crepes  Cost: 15.0 DeliveryTime(min): 29,MenuId: 28532 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 1275 - Turkey Piccata with 5000 - A_Better_Banana_Bread;_Low_Fat Desert: 3052 - Armenian Nutmeg Cake  Cost: 36.0 DeliveryTime(min): 24,MenuId: 36861 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3100 - Arroz De Bacalhau  Desert: 1000 - Lemon bars  Cost: 11.0 DeliveryTime(min): 33,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 38.0 DeliveryTime(min): 38,MenuId: 37388 Starter: -no starter MainCourse: 1147 - Praline Cookies with 5005 - A Taste of Thailand Desert: - no desert  Cost: 40.0 DeliveryTime(min): 56,140.0,36.0
20150609_105849,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.9246973395347595,56,78,2918.3635,300.92365,126.65184,141.33629,1199.5359,2.5840185,76.1048,5.643567,548.39,18.106861,3568.505,MenuId: 6 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: 3013 - Apricot Sour Cream Pie  Cost: 16.0 DeliveryTime(min): 56,MenuId: 27838 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 5004 - A Mold of Roquefort  Desert: 3036 - Arizona Pecan Chocolate Rum Pie  Cost: 21.0 DeliveryTime(min): 23,MenuId: 36769 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3089 - Arroz Bianco  Desert: 5014 - Amish Sugar Cookies  Cost: 11.0 DeliveryTime(min): 35,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37379 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 60,70.0,54.6
20150609_105849,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.9123222827911377,38,55,2846.9883,310.90875,161.45107,109.98665,1402.7954,3.239314,115.09475,6.516497,658.05,22.683472,3909.8262,MenuId: 2 Starter: -no starter MainCourse: 1274 - Tuna Burger  Desert: 3013 - Apricot Sour Cream Pie  Cost: 22.0 DeliveryTime(min): 47,MenuId: 10375 Starter: 3039 - Ark Soup  MainCourse: 1270 - Lamb Grill with 5000 - A_Better_Banana_Bread;_Low_Fat Desert: 3019 - Apricot Whole Wheat Crepes  Cost: 16.0 DeliveryTime(min): 82,MenuId: 36761 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3089 - Arroz Bianco  Desert: 1000 - Lemon bars  Cost: 16.0 DeliveryTime(min): 26,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,76.0,55.2
20150609_105849,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.8641082048416138,34,50,2915.412,321.5112,175.01295,108.454666,1205.773,4.990353,215.64456,6.03834,592.9171,19.28793,3209.2239,MenuId: 52 Starter: -no starter MainCourse: 3089 - Arroz Bianco  Desert: 3042 - Arkansas German Baked Pancake  Cost: 13.0 DeliveryTime(min): 26,MenuId: 8396 Starter: 3039 - Ark Soup  MainCourse: 3056 - Armenian Rice  Desert: 3021 - Arabic Honey Cake  Cost: 13.0 DeliveryTime(min): 47,MenuId: 36848 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3098 - Arroz Con Pollo-Betty Crockers Red Spoon Collection  Desert: 5013 - Ambrosia Sorbet  Cost: 17.0 DeliveryTime(min): 28,MenuId: 37381 Starter: -no starter MainCourse: 3110 - Artichoke and Orange Salad  Desert: - no desert  Cost: 19.0 DeliveryTime(min): 80,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,72.0,56.0
20150609_105849,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.867644727230072,22,31,5327.6787,388.1785,287.5583,289.63165,1021.27136,7.5960617,263.22876,4.240144,775.5966,26.002745,8293.38,MenuId: 70 Starter: -no starter MainCourse: 3098 - Arroz Con Pollo-Betty Crockers Red Spoon Collection  Desert: 3013 - Apricot Sour Cream Pie  Cost: 14.0 DeliveryTime(min): 68,MenuId: 25716 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3015 - Apricot Sweet and Sour Pork  Desert: 5011 - Amaretto Apples with Meringue  Cost: 36.0 DeliveryTime(min): 51,MenuId: 36340 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3032 - Arizona Chicken  Desert: 5016 - Amor Frio (Cold Love) - Wheat-Free Recipe  Cost: 12.0 DeliveryTime(min): 88,MenuId: 37382 Starter: -no starter MainCourse: 5010 - Amaranth; Fig and Arugula Salad W/sesame Dres  Desert: - no desert  Cost: 27.0 DeliveryTime(min): 30,MenuId: 37388 Starter: -no starter MainCourse: 1147 - Praline Cookies with 5005 - A Taste of Thailand Desert: - no desert  Cost: 12.0 DeliveryTime(min): 32,101.0,53.8
20150609_105850,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.9025107026100159,58,63,2757.0156,320.63687,130.26399,112.81543,896.8221,3.087959,231.5843,4.623465,513.8258,21.03243,2933.278,MenuId: 28 Starter: -no starter MainCourse: 3053 - Armenian Potato Salad with Red Onions and Green Pepper  Desert: 3042 - Arkansas German Baked Pancake  Cost: 11.0 DeliveryTime(min): 23,MenuId: 29987 Starter: 3112 - Artichoke and Oyster Soup  MainCourse: 3056 - Armenian Rice  Desert: 3005 - Apricot Pear Tart  Cost: 11.0 DeliveryTime(min): 26,MenuId: 36150 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 1041 - Lasagna  Desert: 5016 - Amor Frio (Cold Love) - Wheat-Free Recipe  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37388 Starter: -no starter MainCourse: 1147 - Praline Cookies with 5005 - A Taste of Thailand Desert: - no desert  Cost: 15.0 DeliveryTime(min): 61,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 38.0 DeliveryTime(min): 38,85.0,49.4
20150609_105850,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.8955848217010498,32,47,3859.2883,297.24078,303.15198,165.56168,2177.3276,7.368122,262.28314,10.44795,961.1092,32.14691,3786.9365,MenuId: 3 Starter: -no starter MainCourse: 1274 - Tuna Burger  Desert: 3019 - Apricot Whole Wheat Crepes  Cost: 27.0 DeliveryTime(min): 88,MenuId: 1941 Starter: 1126 - Vegetable soup  MainCourse: 3083 - Arook Thayin  Desert: 3010 - Apricot Salad  Cost: 17.0 DeliveryTime(min): 59,MenuId: 37009 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 5006 - Al and Tipper Gore's Chinese Chicken with Walnuts  Desert: 5014 - Amish Sugar Cookies  Cost: 12.0 DeliveryTime(min): 33,MenuId: 37379 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 60,MenuId: 37388 Starter: -no starter MainCourse: 1147 - Praline Cookies with 5005 - A Taste of Thailand Desert: - no desert  Cost: 12.0 DeliveryTime(min): 32,80.0,54.4
20150609_105851,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.924625039100647,79,109,2566.468,220.75323,143.28651,128.11035,1245.7535,2.4648175,90.431435,5.71807,725.639,18.487467,3635.3213,MenuId: 15 Starter: -no starter MainCourse: 3046 - Armadillo Eggs  Desert: 3019 - Apricot Whole Wheat Crepes  Cost: 17.0 DeliveryTime(min): 78,MenuId: 27188 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3085 - Arrabbiata-Style Spagheti  Desert: 5013 - Ambrosia Sorbet  Cost: 12.0 DeliveryTime(min): 25,MenuId: 36721 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3085 - Arrabbiata-Style Spagheti  Desert: 1000 - Lemon bars  Cost: 23.0 DeliveryTime(min): 41,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,74.0,53.0
20150609_105851,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.9217662215232849,62,78,2857.3013,272.51346,191.95534,115.77846,1295.8472,2.6076632,91.14373,7.4722404,722.8988,32.33312,3778.3638,MenuId: 3 Starter: -no starter MainCourse: 1274 - Tuna Burger  Desert: 3019 - Apricot Whole Wheat Crepes  Cost: 25.0 DeliveryTime(min): 24,MenuId: 30485 Starter: 3112 - Artichoke and Oyster Soup  MainCourse: 3074 - Aromatic and Crispy Duck  Desert: 3104 - Arroz Dulce  Cost: 18.0 DeliveryTime(min): 32,MenuId: 36801 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3094 - Arroz Con Leche De Coco  Desert: 1000 - Lemon bars  Cost: 10.0 DeliveryTime(min): 53,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,75.0,46.0
20150609_105851,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.9083277583122253,40,47,3134.126,298.6113,205.50398,128.21689,1252.4358,4.0371995,176.83311,7.166865,959.4688,21.493229,4667.2656,MenuId: 100 Starter: -no starter MainCourse: 5017 - An Irish Fry - Country Living  Desert: 3042 - Arkansas German Baked Pancake  Cost: 18.0 DeliveryTime(min): 57,MenuId: 28601 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 1278 - Peach Pork Saute with 1131 - Rice Pilaf Desert: 1031 - Vegetable Chilli  Cost: 22.0 DeliveryTime(min): 26,MenuId: 36130 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 1016 - Irish Potato casserole  Desert: 5016 - Amor Frio (Cold Love) - Wheat-Free Recipe  Cost: 12.0 DeliveryTime(min): 58,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,74.0,52.4
20150609_105851,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.8722045421600342,21,15,3383.9,363.2893,179.46213,140.8671,1224.2054,3.7174642,159.0232,7.1813984,796.1958,26.2536,4270.684,MenuId: 1 Starter: -no starter MainCourse: 1274 - Tuna Burger  Desert: 1011 - Cinnamon roll  Cost: 30.0 DeliveryTime(min): 49,MenuId: 11511 Starter: 3045 - Arkayagan Abour (Meatball Soup)  MainCourse: 3027 - Ardshane House Irish Stew  Desert: 3010 - Apricot Salad  Cost: 12.0 DeliveryTime(min): 26,MenuId: 36142 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 1041 - Lasagna  Desert: 1007 - Chocolate Fudge  Cost: 18.0 DeliveryTime(min): 41,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 33.0 DeliveryTime(min): 88,MenuId: 37388 Starter: -no starter MainCourse: 1147 - Praline Cookies with 5005 - A Taste of Thailand Desert: - no desert  Cost: 15.0 DeliveryTime(min): 61,108.0,53.0
20150609_110656,Simple Crossover,[Hill Climbing; Simulated Annealing; Simple tabu search],15,20,100,100,0.9,5.0,0.05,0.933792769908905,69,1365,2379.4258,266.40735,98.47558,108.06063,1245.1434,1.8838589,61.384403,3.3209329,488.45688,12.312168,2720.8965,MenuId: 5 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: 1011 - Cinnamon roll  Cost: 29.0 DeliveryTime(min): 35,MenuId: 27845 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 5004 - A Mold of Roquefort  Desert: 3104 - Arroz Dulce  Cost: 10.0 DeliveryTime(min): 24,MenuId: 36567 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3068 - Arni Lemonato  Desert: 5012 - Amazing Orange-Vanilla Cake Roll  Cost: 16.0 DeliveryTime(min): 59,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,77.0,47.8
20150609_110933,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.929484486579895,82,372,2020.2076,234.46104,85.387024,86.77598,925.32916,1.8474435,64.88185,1.06478,465.6819,15.059662,2580.0903,MenuId: 6 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: 3013 - Apricot Sour Cream Pie  Cost: 16.0 DeliveryTime(min): 56,MenuId: 8687 Starter: 3039 - Ark Soup  MainCourse: 3068 - Arni Lemonato  Desert: 3005 - Apricot Pear Tart  Cost: 15.0 DeliveryTime(min): 23,MenuId: 36992 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 5004 - A Mold of Roquefort  Desert: 1007 - Chocolate Fudge  Cost: 13.0 DeliveryTime(min): 60,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,66.0,52.0
20150609_111002,Simple Crossover,[Hill Climbing; Simulated Annealing; Simple tabu search],15,20,100,100,0.9,5.0,0.05,0.9290993213653564,42,804,2785.4292,288.04562,111.32072,137.36214,1139.8755,2.167851,84.85317,3.4216678,482.10812,21.262281,2471.1196,MenuId: 5 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: 1011 - Cinnamon roll  Cost: 29.0 DeliveryTime(min): 35,MenuId: 28154 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 1269 - Herbed Pork Cutlets with 1131 - Rice Pilaf Desert: 3000 - Apricot Nectar Salad  Cost: 10.0 DeliveryTime(min): 22,MenuId: 36872 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3101 - Arroz De Huaca  Desert: 1007 - Chocolate Fudge  Cost: 12.0 DeliveryTime(min): 43,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,73.0,44.2
20150609_111453,Simple Crossover,[Hill Climbing; Simulated Annealing; Simple tabu search],15,20,100,100,0.9,5.0,0.05,0.924609899520874,23,482,2352.7773,296.9911,117.208855,83.87698,1269.5166,2.4266887,108.669586,3.70638,530.16376,15.458345,3193.8757,MenuId: 75 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: 3019 - Apricot Whole Wheat Crepes  Cost: 14.0 DeliveryTime(min): 40,MenuId: 25731 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3017 - Apricot Turkey Roast  Desert: 3010 - Apricot Salad  Cost: 14.0 DeliveryTime(min): 43,MenuId: 36467 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3056 - Armenian Rice  Desert: 5012 - Amazing Orange-Vanilla Cake Roll  Cost: 13.0 DeliveryTime(min): 24,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,63.0,45.6
20150609_112529,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.8978245258331299,46,152,2427.3381,274.0549,127.65014,96.754265,1116.5673,3.2634478,137.78406,5.3630176,407.67694,17.964836,3708.4192,MenuId: 100 Starter: -no starter MainCourse: 5017 - An Irish Fry - Country Living  Desert: 3042 - Arkansas German Baked Pancake  Cost: 18.0 DeliveryTime(min): 57,MenuId: 27348 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3091 - Arroz Colonial  Desert: 3006 - Apricot Pie  Cost: 12.0 DeliveryTime(min): 86,MenuId: 36439 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3053 - Armenian Potato Salad with Red Onions and Green Pepper  Desert: 5014 - Amish Sugar Cookies  Cost: 11.0 DeliveryTime(min): 61,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 38.0 DeliveryTime(min): 38,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,91.0,52.8
20150609_112529,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.9207791090011597,74,167,2660.037,267.28772,156.72755,112.67249,1277.5638,3.0603652,126.21637,5.4294696,976.9688,20.32547,3324.1938,MenuId: 25 Starter: -no starter MainCourse: 3053 - Armenian Potato Salad with Red Onions and Green Pepper  Desert: 1011 - Cinnamon roll  Cost: 20.0 DeliveryTime(min): 38,MenuId: 28209 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 1269 - Herbed Pork Cutlets with 1132 - Rice Pilaf with Mushrooms Desert: 5014 - Amish Sugar Cookies  Cost: 11.0 DeliveryTime(min): 55,MenuId: 36173 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 1059 - Shrimp Casserole  Desert: 1031 - Vegetable Chilli  Cost: 18.0 DeliveryTime(min): 28,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,71.0,48.4
20150609_112530,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.9163099527359009,97,142,3630.4536,249.82697,214.90823,197.36436,1247.4888,3.8541036,102.24106,7.671388,762.63153,24.907513,4379.968,MenuId: 9 Starter: -no starter MainCourse: 3030 - Argentinian Cheeseburger Sandwich  Desert: 1011 - Cinnamon roll  Cost: 23.0 DeliveryTime(min): 67,MenuId: 14156 Starter: 3045 - Arkayagan Abour (Meatball Soup)  MainCourse: 1275 - Turkey Piccata with 5003 - A Dilly-Of-An-Onion Bread Desert: 3021 - Arabic Honey Cake  Cost: 16.0 DeliveryTime(min): 39,MenuId: 36400 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3040 - Arkansas Brown Rice  Desert: 5016 - Amor Frio (Cold Love) - Wheat-Free Recipe  Cost: 13.0 DeliveryTime(min): 38,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,74.0,53.0
20150609_112530,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.9070127010345459,52,84,2762.259,295.58167,151.7322,114.42391,1097.9668,3.8751485,132.43274,5.337807,498.21902,19.110733,4911.435,MenuId: 28 Starter: -no starter MainCourse: 3053 - Armenian Potato Salad with Red Onions and Green Pepper  Desert: 3042 - Arkansas German Baked Pancake  Cost: 11.0 DeliveryTime(min): 23,MenuId: 27385 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3092 - Arroz Con Garbanzos  Desert: 3019 - Apricot Whole Wheat Crepes  Cost: 37.0 DeliveryTime(min): 66,MenuId: 36159 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 1045 - Parmesan Chicken Breasts  Desert: 5014 - Amish Sugar Cookies  Cost: 10.0 DeliveryTime(min): 26,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,80.0,47.2
20150609_112531,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.9251206517219543,87,125,2189.2942,221.37903,109.198586,101.615685,1252.8164,2.222651,87.160645,2.8956444,555.3059,14.96365,2943.9636,MenuId: 73 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: 1011 - Cinnamon roll  Cost: 10.0 DeliveryTime(min): 85,MenuId: 28257 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 1269 - Herbed Pork Cutlets with 5003 - A Dilly-Of-An-Onion Bread Desert: 3022 - Arancia Genovese  Cost: 18.0 DeliveryTime(min): 32,MenuId: 36469 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3056 - Armenian Rice  Desert: 5014 - Amish Sugar Cookies  Cost: 11.0 DeliveryTime(min): 46,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,61.0,56.8
20150609_112531,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.847164511680603,28,32,3192.4253,326.876,191.82294,122.4913,1137.6442,4.692325,107.00717,7.6396403,565.8112,22.246529,3981.7253,MenuId: 100 Starter: -no starter MainCourse: 5017 - An Irish Fry - Country Living  Desert: 3042 - Arkansas German Baked Pancake  Cost: 30.0 DeliveryTime(min): 36,MenuId: 26941 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3076 - Aromatic Chicken with Rice  Desert: 3051 - Armenian In-Law Dessert  Cost: 34.0 DeliveryTime(min): 92,MenuId: 36796 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3092 - Arroz Con Garbanzos  Desert: 5011 - Amaretto Apples with Meringue  Cost: 48.0 DeliveryTime(min): 24,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 38.0 DeliveryTime(min): 38,MenuId: 37379 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: - no desert  Cost: 45.0 DeliveryTime(min): 60,195.0,50.0
20150609_112532,Simple Crossover,[],15,20,100,100,0.9,5.0,0.05,0.866510808467865,40,63,4239.793,311.57507,149.68962,271.05127,1223.6086,2.7735872,97.16264,5.279178,620.15765,20.611954,7224.8506,MenuId: 93 Starter: -no starter MainCourse: 5010 - Amaranth; Fig and Arugula Salad W/sesame Dres  Desert: 1011 - Cinnamon roll  Cost: 12.0 DeliveryTime(min): 25,MenuId: 14087 Starter: 3045 - Arkayagan Abour (Meatball Soup)  MainCourse: 1275 - Turkey Piccata with 1132 - Rice Pilaf with Mushrooms Desert: 3005 - Apricot Pear Tart  Cost: 37.0 DeliveryTime(min): 88,MenuId: 36307 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3028 - Argentine Corn Chicken  Desert: 5012 - Amazing Orange-Vanilla Cake Roll  Cost: 15.0 DeliveryTime(min): 82,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 38.0 DeliveryTime(min): 38,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,114.0,51.0
20150609_112534,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9275079965591431,50,140,2335.5884,272.0267,102.98418,98.18348,1113.6201,2.2870002,88.1429,2.4563844,328.5402,12.783857,2782.7441,MenuId: 49 Starter: -no starter MainCourse: 3089 - Arroz Bianco  Desert: 1011 - Cinnamon roll  Cost: 21.0 DeliveryTime(min): 42,MenuId: 26707 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3068 - Arni Lemonato  Desert: 5012 - Amazing Orange-Vanilla Cake Roll  Cost: 16.0 DeliveryTime(min): 26,MenuId: 36469 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3056 - Armenian Rice  Desert: 5014 - Amish Sugar Cookies  Cost: 11.0 DeliveryTime(min): 93,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,70.0,56.4
20150609_112535,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9173986911773682,31,95,3516.2363,394.56735,192.4898,139.92746,1607.3772,3.3833344,125.339745,7.5601125,975.8337,31.465055,3554.667,MenuId: 75 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: 3019 - Apricot Whole Wheat Crepes  Cost: 15.0 DeliveryTime(min): 29,MenuId: 29175 Starter: 3112 - Artichoke and Oyster Soup  MainCourse: 1274 - Tuna Burger  Desert: 3001 - Apricot Nut Muffins  Cost: 26.0 DeliveryTime(min): 26,MenuId: 37177 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 1270 - Lamb Grill with 5000 - A_Better_Banana_Bread;_Low_Fat Desert: 5012 - Amazing Orange-Vanilla Cake Roll  Cost: 10.0 DeliveryTime(min): 75,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,73.0,50.2
